Time,pH,mCa,mTIC,mCO3,rdiss,Omega
327.5,9.20846,2.97692e-05,0.00442512,0.000311247,0,2.79816
330,9.20684,2.96928e-05,0.00448254,0.000314191,0,2.81738
332.5,9.20521,2.96167e-05,0.00454021,0.000317127,0,2.83642
335,9.20359,2.95409e-05,0.00459811,0.000320055,0,2.85528
337.5,9.20197,2.94654e-05,0.00465625,0.000322974,0,2.87396
340,9.20034,2.93902e-05,0.00471462,0.000325885,0,2.89246
342.5,9.19872,2.93152e-05,0.00477323,0.000328787,0,2.91077
345,9.19709,2.92406e-05,0.00483207,0.000331681,0,2.92891
347.5,9.19546,2.91662e-05,0.00489113,0.000334565,0,2.94686
350,9.19384,2.90921e-05,0.00495042,0.000337439,0,2.96464
352.5,9.19221,2.90184e-05,0.00500993,0.000340304,0,2.98222
355,9.19058,2.89449e-05,0.00506967,0.000343159,0,2.99963
357.5,9.18896,2.88717e-05,0.00512962,0.000346004,0,3.01685
360,9.18733,2.87987e-05,0.00518979,0.000348839,0,3.03388
362.5,9.1857,2.87261e-05,0.00525017,0.000351664,0,3.05074
365,9.18407,2.86537e-05,0.00531077,0.000354478,0,3.0674
367.5,9.18244,2.85816e-05,0.00537157,0.000357282,0,3.08388
370,9.18081,2.85098e-05,0.00543259,0.000360074,0,3.10018
372.5,9.17918,2.84383e-05,0.0054938,0.000362856,0,3.11629
375,9.17755,2.83671e-05,0.00555523,0.000365626,0,3.13222
377.5,9.17592,2.82961e-05,0.00561685,0.000368385,0,3.14796
380,9.17429,2.82254e-05,0.00567867,0.000371133,0,3.16351
382.5,9.17266,2.8155e-05,0.00574069,0.000373868,0,3.17888
385,9.17103,2.80849e-05,0.0058029,0.000376592,0,3.19407
387.5,9.16939,2.8015e-05,0.00586531,0.000379304,0,3.20906
390,9.16776,2.79454e-05,0.0059279,0.000382004,0,3.22388
392.5,9.16613,2.78761e-05,0.00599069,0.000384691,0,3.2385
395,9.16449,2.7807e-05,0.00605366,0.000387367,0,3.25295
397.5,9.16286,2.77382e-05,0.00611681,0.000390029,0,3.2672
400,9.16122,2.76697e-05,0.00618015,0.000392679,0,3.28127
402.5,9.15959,2.76015e-05,0.00624367,0.000395316,0,3.29516
405,9.15795,2.75335e-05,0.00630736,0.00039794,0,3.30887
407.5,9.15632,2.74658e-05,0.00637123,0.000400551,0,3.32238
410,9.15468,2.73983e-05,0.00643528,0.000403149,0,3.33572
412.5,9.15304,2.73311e-05,0.0064995,0.000405733,0,3.34887
415,9.1514,2.72642e-05,0.00656388,0.000408305,0,3.36184
417.5,9.14977,2.71975e-05,0.00662844,0.000410862,0,3.37462
420,9.14813,2.71311e-05,0.00669316,0.000413406,0,3.38723
422.5,9.14649,2.70649e-05,0.00675805,0.000415936,0,3.39965
425,9.14485,2.6999e-05,0.00682309,0.000418452,0,3.41189
427.5,9.14321,2.69334e-05,0.0068883,0.000420955,0,3.42394
430,9.14157,2.6868e-05,0.00695367,0.000423443,0,3.43582
432.5,9.13993,2.68029e-05,0.00701919,0.000425917,0,3.44752
435,9.13829,2.6738e-05,0.00708487,0.000428377,0,3.45904
437.5,9.13665,2.66734e-05,0.0071507,0.000430822,0,3.47037
440,9.13501,2.6609e-05,0.00721668,0.000433253,0,3.48153
442.5,9.13337,2.65449e-05,0.00728281,0.000435669,0,3.49251
445,9.13172,2.6481e-05,0.00734909,0.000438071,0,3.50332
447.5,9.13008,2.64174e-05,0.00741551,0.000440458,0,3.51394
450,9.12844,2.6354e-05,0.00748208,0.00044283,0,3.52439
452.5,9.12679,2.62909e-05,0.00754878,0.000445188,0,3.53467
455,9.12515,2.6228e-05,0.00761563,0.00044753,0,3.54476
457.5,9.12351,2.61654e-05,0.00768262,0.000449857,0,3.55469
460,9.12186,2.6103e-05,0.00774974,0.000452169,0,3.56444
462.5,9.12022,2.60408e-05,0.00781699,0.000454466,0,3.57402
465,9.11857,2.59789e-05,0.00788438,0.000456748,0,3.58342
467.5,9.11692,2.59172e-05,0.0079519,0.000459015,0,3.59265
470,9.11528,2.58558e-05,0.00801954,0.000461266,0,3.60171
472.5,9.11363,2.57946e-05,0.00808732,0.000463501,0,3.61061
475,9.11198,2.57336e-05,0.00815522,0.000465721,0,3.61933
477.5,9.11034,2.56729e-05,0.00822324,0.000467926,0,3.62788
480,9.10869,2.56124e-05,0.00829138,0.000470115,0,3.63626
482.5,9.10704,2.55522e-05,0.00835965,0.000472288,0,3.64448
485,9.10539,2.54922e-05,0.00842803,0.000474446,0,3.65253
487.5,9.10374,2.54324e-05,0.00849653,0.000476587,0,3.66041
490,9.10209,2.53729e-05,0.00856515,0.000478713,0,3.66813
492.5,9.10044,2.53135e-05,0.00863388,0.000480823,0,3.67569
495,9.09879,2.52545e-05,0.00870272,0.000482918,0,3.68308
497.5,9.09714,2.51956e-05,0.00877167,0.000484996,0,3.69031
500,9.09549,2.5137e-05,0.00884073,0.000487058,0,3.69738
502.5,9.09383,2.50786e-05,0.0089099,0.000489104,0,3.70428
505,9.09218,2.50204e-05,0.00897917,0.000491134,0,3.71103
507.5,9.09053,2.49624e-05,0.00904855,0.000493148,0,3.71761
510,9.08888,2.49047e-05,0.00911803,0.000495146,0,3.72404
512.5,9.08722,2.48472e-05,0.00918761,0.000497127,0,3.73031
515,9.08557,2.47899e-05,0.00925728,0.000499093,0,3.73643
517.5,9.08391,2.47329e-05,0.00932706,0.000501042,0,3.74239
520,9.08226,2.4676e-05,0.00939693,0.000502975,0,3.74819
522.5,9.0806,2.46194e-05,0.00946689,0.000504892,0,3.75384
525,9.07895,2.4563e-05,0.00953695,0.000506792,0,3.75934
527.5,9.07729,2.45068e-05,0.0096071,0.000508676,0,3.76468
530,9.07564,2.44509e-05,0.00967734,0.000510543,0,3.76988
532.5,9.07398,2.43951e-05,0.00974766,0.000512394,0,3.77492
535,9.07232,2.43396e-05,0.00981808,0.000514229,0,3.77981
537.5,9.07066,2.42843e-05,0.00988857,0.000516048,0,3.78456
540,9.069,2.42292e-05,0.00995916,0.00051785,0,3.78916
542.5,9.06735,2.41743e-05,0.0100298,0.000519635,0,3.79361
545,9.06569,2.41196e-05,0.0101006,0.000521404,0,3.79791
547.5,9.06403,2.40651e-05,0.0101714,0.000523157,0,3.80207
550,9.06237,2.40109e-05,0.0102423,0.000524893,0,3.80609
552.5,9.06071,2.39568e-05,0.0103133,0.000526612,0,3.80996
555,9.05904,2.3903e-05,0.0103843,0.000528315,0,3.81369
557.5,9.05738,2.38494e-05,0.0104554,0.000530002,0,3.81729
560,9.05572,2.37959e-05,0.0105266,0.000531672,0,3.82074
562.5,9.05406,2.37427e-05,0.0105979,0.000533326,0,3.82405
565,9.0524,2.36897e-05,0.0106692,0.000534963,0,3.82722
567.5,9.05073,2.36369e-05,0.0107406,0.000536583,0,3.83026
570,9.04907,2.35843e-05,0.0108121,0.000538187,0,3.83316
572.5,9.0474,2.35319e-05,0.0108836,0.000539775,0,3.83592
575,9.04574,2.34797e-05,0.0109552,0.000541346,0,3.83855
577.5,9.04408,2.34277e-05,0.0110269,0.000542901,0,3.84105
580,9.04241,2.33759e-05,0.0110986,0.000544439,0,3.84342
582.5,9.04074,2.33243e-05,0.0111704,0.00054596,0,3.84565
585,9.03908,2.32729e-05,0.0112422,0.000547466,0,3.84776
587.5,9.03741,2.32217e-05,0.0113141,0.000548954,0,3.84973
590,9.03574,2.31707e-05,0.0113861,0.000550426,0,3.85157
592.5,9.03407,2.31199e-05,0.0114581,0.000551882,0,3.85329
595,9.03241,2.30693e-05,0.0115302,0.000553321,0,3.85488
597.5,9.03074,2.30188e-05,0.0116023,0.000554744,0,3.85635
600,9.02907,2.29686e-05,0.0116744,0.000556151,0,3.85769
602.5,9.0274,2.29186e-05,0.0117466,0.000557541,0,3.85891
605,9.02573,2.28687e-05,0.0118189,0.000558915,0,3.86
607.5,9.02406,2.28191e-05,0.0118912,0.000560272,0,3.86098
610,9.02239,2.27696e-05,0.0119635,0.000561613,0,3.86183
612.5,9.02071,2.27203e-05,0.0120359,0.000562938,0,3.86256
615,9.01904,2.26713e-05,0.0121084,0.000564247,0,3.86318
617.5,9.01737,2.26224e-05,0.0121809,0.000565539,0,3.86367
620,9.0157,2.25737e-05,0.0122534,0.000566815,0,3.86405
622.5,9.01402,2.25251e-05,0.0123259,0.000568074,0,3.86432
625,9.01235,2.24768e-05,0.0123985,0.000569318,0,3.86447
627.5,9.01067,2.24286e-05,0.0124711,0.000570545,0,3.8645
630,9.009,2.23807e-05,0.0125438,0.000571757,0,3.86442
632.5,9.00732,2.23329e-05,0.0126165,0.000572952,0,3.86423
635,9.00565,2.22853e-05,0.0126892,0.000574131,0,3.86393
637.5,9.00397,2.22379e-05,0.012762,0.000575294,0,3.86352
640,9.00229,2.21906e-05,0.0128348,0.00057644,0,3.863
642.5,9.00062,2.21436e-05,0.0129076,0.000577571,0,3.86237
645,8.99894,2.20967e-05,0.0129805,0.000578686,0,3.86163
647.5,8.99726,2.205e-05,0.0130534,0.000579785,0,3.86079
650,8.99558,2.20035e-05,0.0131263,0.000580868,0,3.85984
652.5,8.9939,2.19571e-05,0.0131992,0.000581935,0,3.85879
655,8.99222,2.1911e-05,0.0132722,0.000582987,0,3.85763
657.5,8.99054,2.1865e-05,0.0133451,0.000584022,0,3.85637
660,8.98886,2.18192e-05,0.0134181,0.000585042,0,3.85501
662.5,8.98718,2.17735e-05,0.0134912,0.000586046,0,3.85355
665,8.98549,2.17281e-05,0.0135642,0.000587034,0,3.85198
667.5,8.98381,2.16828e-05,0.0136373,0.000588007,0,3.85032
670,8.98213,2.16376e-05,0.0137103,0.000588964,0,3.84856
672.5,8.98044,2.15927e-05,0.0137834,0.000589906,0,3.84671
675,8.97876,2.15479e-05,0.0138565,0.000590832,0,3.84476
677.5,8.97707,2.15033e-05,0.0139297,0.000591742,0,3.84271
680,8.97539,2.14589e-05,0.0140028,0.000592637,0,3.84057
682.5,8.9737,2.14146e-05,0.0140759,0.000593516,0,3.83833
685,8.97202,2.13705e-05,0.0141491,0.000594381,0,3.836
687.5,8.97033,2.13265e-05,0.0142223,0.000595229,0,3.83358
690,8.96864,2.12828e-05,0.0142954,0.000596063,0,3.83107
692.5,8.96695,2.12392e-05,0.0143686,0.000596881,0,3.82847
695,8.96526,2.11957e-05,0.0144418,0.000597684,0,3.82578
697.5,8.96357,2.11525e-05,0.014515,0.000598472,0,3.82301
700,8.96188,2.11094e-05,0.0145882,0.000599245,0,3.82014
702.5,8.96019,2.10664e-05,0.0146614,0.000600003,0,3.81719
705,8.9585,2.10236e-05,0.0147346,0.000600745,0,3.81415
707.5,8.95681,2.0981e-05,0.0148078,0.000601473,0,3.81103
710,8.95512,2.09385e-05,0.0148811,0.000602186,0,3.80783
712.5,8.95343,2.08962e-05,0.0149543,0.000602884,0,3.80454
715,8.95173,2.08541e-05,0.0150275,0.000603567,0,3.80117
717.5,8.95004,2.08121e-05,0.0151007,0.000604235,0,3.79772
720,8.94834,2.07703e-05,0.0151739,0.000604889,0,3.79418
722.5,8.94665,2.07286e-05,0.0152471,0.000605527,0,3.79057
725,8.94495,2.06871e-05,0.0153203,0.000606152,0,3.78688
727.5,8.94326,2.06458e-05,0.0153935,0.000606761,0,3.78311
730,8.94156,2.06046e-05,0.0154667,0.000607356,0,3.77927
732.5,8.93986,2.05635e-05,0.0155399,0.000607937,0,3.77535
735,8.93817,2.05227e-05,0.015613,0.000608503,0,3.77135
737.5,8.93647,2.04819e-05,0.0156862,0.000609055,0,3.76728
740,8.93477,2.04414e-05,0.0157594,0.000609593,0,3.76313
742.5,8.93307,2.04009e-05,0.0158325,0.000610116,0,3.75892
745,8.93137,2.03607e-05,0.0159056,0.000610625,0,3.75463
747.5,8.92967,2.03205e-05,0.0159788,0.00061112,0,3.75026
750,8.92796,2.02806e-05,0.0160519,0.0006116,0,3.74583
752.5,8.92626,2.02408e-05,0.0161249,0.000612067,0,3.74133
755,8.92456,2.02011e-05,0.016198,0.00061252,0,3.73676
757.5,8.92286,2.01616e-05,0.0162711,0.000612958,0,3.73212
760,8.92115,2.01222e-05,0.0163441,0.000613383,0,3.72741
762.5,8.91945,2.0083e-05,0.0164172,0.000613794,0,3.72264
765,8.91774,2.00439e-05,0.0164902,0.000614191,0,3.7178
767.5,8.91604,2.0005e-05,0.0165632,0.000614575,0,3.7129
770,8.91433,1.99662e-05,0.0166361,0.000614945,0,3.70793
772.5,8.91262,1.99276e-05,0.0167091,0.000615301,0,3.7029
775,8.91092,1.98891e-05,0.016782,0.000615643,0,3.6978
777.5,8.90921,1.98507e-05,0.0168549,0.000615973,0,3.69265
780,8.9075,1.98125e-05,0.0169278,0.000616288,0,3.68743
782.5,8.90579,1.97745e-05,0.0170006,0.000616591,0,3.68215
785,8.90408,1.97365e-05,0.0170735,0.00061688,0,3.67681
787.5,8.90237,1.96988e-05,0.0171463,0.000617155,0,3.67142
790,8.90066,1.96611e-05,0.017219,0.000617418,0,3.66596
792.5,8.89894,1.96236e-05,0.0172918,0.000617667,0,3.66045
795,8.89723,1.95863e-05,0.0173645,0.000617904,0,3.65488
797.5,8.89552,1.95491e-05,0.0174372,0.000618127,0,3.64925
800,8.8938,1.9512e-05,0.0175099,0.000618337,0,3.64357
802.5,8.89209,1.94751e-05,0.0175825,0.000618534,0,3.63783
805,8.89037,1.94383e-05,0.0176551,0.000618719,0,3.63204
807.5,8.88865,1.94016e-05,0.0177277,0.000618891,0,3.6262
810,8.88694,1.93651e-05,0.0178002,0.00061905,0,3.6203
812.5,8.88522,1.93287e-05,0.0178727,0.000619196,0,3.61435
815,8.8835,1.92924e-05,0.0179452,0.00061933,0,3.60835
817.5,8.88178,1.92563e-05,0.0180177,0.000619451,0,3.6023
820,8.88006,1.92203e-05,0.0180901,0.00061956,0,3.5962
822.5,8.87834,1.91845e-05,0.0181624,0.000619656,0,3.59005
825,8.87662,1.91488e-05,0.0182348,0.00061974,0,3.58386
827.5,8.8749,1.91132e-05,0.0183071,0.000619811,0,3.57761
830,8.87318,1.90777e-05,0.0183793,0.000619871,0,3.57132
832.5,8.87145,1.90424e-05,0.0184515,0.000619918,0,3.56498
835,8.86973,1.90072e-05,0.0185237,0.000619953,0,3.55859
837.5,8.86801,1.89722e-05,0.0185959,0.000619976,0,3.55216
840,8.86628,1.89373e-05,0.018668,0.000619987,0,3.54568
842.5,8.86455,1.89025e-05,0.01874,0.000619986,0,3.53916
845,8.86283,1.88678e-05,0.018812,0.000619973,0,3.5326
847.5,8.8611,1.88333e-05,0.018884,0.000619948,0,3.52599
850,8.85937,1.87989e-05,0.018956,0.000619912,0,3.51934
852.5,8.85764,1.87646e-05,0.0190278,0.000619864,0,3.51265
855,8.85591,1.87304e-05,0.0190997,0.000619804,0,3.50592
857.5,8.85418,1.86964e-05,0.0191715,0.000619733,0,3.49915
860,8.85245,1.86625e-05,0.0192432,0.00061965,0,3.49234
862.5,8.85072,1.86287e-05,0.019315,0.000619556,0,3.48549
865,8.84899,1.85951e-05,0.0193866,0.00061945,0,3.4786
867.5,8.84726,1.85615e-05,0.0194582,0.000619333,0,3.47167
870,8.84552,1.85281e-05,0.0195298,0.000619205,0,3.46471
872.5,8.84379,1.84949e-05,0.0196013,0.000619065,0,3.4577
875,8.84205,1.84617e-05,0.0196728,0.000618915,0,3.45067
877.5,8.84031,1.84287e-05,0.0197442,0.000618753,0,3.44359
880,8.83858,1.83958e-05,0.0198156,0.000618581,0,3.43649
882.5,8.83684,1.8363e-05,0.0198869,0.000618397,0,3.42934
885,8.8351,1.83303e-05,0.0199582,0.000618203,0,3.42217
887.5,8.83336,1.82978e-05,0.0200294,0.000617998,0,3.41496
890,8.83162,1.82653e-05,0.0201005,0.000617782,0,3.40771
892.5,8.82988,1.8233e-05,0.0201716,0.000617555,0,3.40044
895,8.82814,1.82008e-05,0.0202427,0.000617318,0,3.39313
897.5,8.8264,1.81688e-05,0.0203137,0.00061707,0,3.38579
900,8.82465,1.81368e-05,0.0203846,0.000616812,0,3.37842
902.5,8.82291,1.8105e-05,0.0204555,0.000616543,0,3.37102
905,8.82117,1.80733e-05,0.0205264,0.000616264,0,3.3636
907.5,8.81942,1.80417e-05,0.0205972,0.000615975,0,3.35614
910,8.81767,1.80102e-05,0.0206679,0.000615675,0,3.34865
912.5,8.81593,1.79788e-05,0.0207385,0.000615365,0,3.34114
915,8.81418,1.79476e-05,0.0208092,0.000615045,0,3.3336
917.5,8.81243,1.79164e-05,0.0208797,0.000614715,0,3.32603
920,8.81068,1.78854e-05,0.0209502,0.000614375,0,3.31843
922.5,8.80893,1.78545e-05,0.0210206,0.000614025,0,3.31081
925,8.80718,1.78237e-05,0.021091,0.000613665,0,3.30316
927.5,8.80543,1.7793e-05,0.0211613,0.000613296,0,3.29549
930,8.80367,1.77625e-05,0.0212316,0.000612916,0,3.28779
932.5,8.80192,1.7732e-05,0.0213018,0.000612527,0,3.28007
935,8.80017,1.77017e-05,0.0213719,0.000612129,0,3.27233
937.5,8.79841,1.76714e-05,0.0214419,0.00061172,0,3.26456
940,8.79665,1.76413e-05,0.021512,0.000611303,0,3.25677
942.5,8.7949,1.76113e-05,0.0215819,0.000610876,0,3.24896
945,8.79314,1.75814e-05,0.0216518,0.000610439,0,3.24113
947.5,8.79138,1.75516e-05,0.0217216,0.000609993,0,3.23327
950,8.78962,1.75219e-05,0.0217913,0.000609538,0,3.22539
952.5,8.78786,1.74923e-05,0.021861,0.000609074,0,3.2175
955,8.7861,1.74629e-05,0.0219306,0.000608601,0,3.20958
